region,slot_index,weather_time_utc,wet_bulb_c,direct_wue_l_per_kwh,pue,cooling_kappa,evaporative_mode_active,model
SE,6,2022-08-01T06:00:00Z,15.192,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,7,2022-08-01T07:00:00Z,15.558,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,8,2022-08-01T08:00:00Z,15.777,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,9,2022-08-01T09:00:00Z,15.848,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,10,2022-08-01T10:00:00Z,15.633,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,11,2022-08-01T11:00:00Z,15.538,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,12,2022-08-01T12:00:00Z,15.366,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,13,2022-08-01T13:00:00Z,15.487,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,14,2022-08-01T14:00:00Z,15.513,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,15,2022-08-01T15:00:00Z,15.633,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,16,2022-08-01T16:00:00Z,15.417,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,17,2022-08-01T17:00:00Z,15.558,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,18,2022-08-01T18:00:00Z,15.367,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,19,2022-08-01T19:00:00Z,15.043,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,20,2022-08-01T20:00:00Z,14.876,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,21,2022-08-01T21:00:00Z,14.663,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,22,2022-08-01T22:00:00Z,14.564,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,23,2022-08-01T23:00:00Z,14.253,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,24,2022-08-02T00:00:00Z,14.465,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,25,2022-08-02T01:00:00Z,14.239,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,26,2022-08-02T02:00:00Z,13.719,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,27,2022-08-02T03:00:00Z,13.831,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,28,2022-08-02T04:00:00Z,13.885,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,29,2022-08-02T05:00:00Z,13.9,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,30,2022-08-02T06:00:00Z,13.723,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,31,2022-08-02T07:00:00Z,13.497,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,32,2022-08-02T08:00:00Z,13.368,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,33,2022-08-02T09:00:00Z,14.161,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,34,2022-08-02T10:00:00Z,14.321,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,35,2022-08-02T11:00:00Z,14.279,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,36,2022-08-02T12:00:00Z,13.885,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,37,2022-08-02T13:00:00Z,14.015,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,38,2022-08-02T14:00:00Z,14.089,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,39,2022-08-02T15:00:00Z,13.695,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,40,2022-08-02T16:00:00Z,12.522,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,41,2022-08-02T17:00:00Z,11.685,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,42,2022-08-02T18:00:00Z,11.303,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,43,2022-08-02T19:00:00Z,10.978,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,44,2022-08-02T20:00:00Z,10.594,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,45,2022-08-02T21:00:00Z,10.645,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,46,2022-08-02T22:00:00Z,10.676,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,47,2022-08-02T23:00:00Z,10.531,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,48,2022-08-03T00:00:00Z,9.669,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,49,2022-08-03T01:00:00Z,9.491,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,50,2022-08-03T02:00:00Z,9.105,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,51,2022-08-03T03:00:00Z,9.891,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,52,2022-08-03T04:00:00Z,11.856,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,53,2022-08-03T05:00:00Z,12.772,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,54,2022-08-03T06:00:00Z,13.61,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,55,2022-08-03T07:00:00Z,13.411,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,56,2022-08-03T08:00:00Z,13.495,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,57,2022-08-03T09:00:00Z,13.982,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,58,2022-08-03T10:00:00Z,14.38,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,59,2022-08-03T11:00:00Z,14.437,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,60,2022-08-03T12:00:00Z,14.457,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,61,2022-08-03T13:00:00Z,14.573,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,62,2022-08-03T14:00:00Z,14.841,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,63,2022-08-03T15:00:00Z,15.037,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,64,2022-08-03T16:00:00Z,15.055,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,65,2022-08-03T17:00:00Z,15.25,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,66,2022-08-03T18:00:00Z,15.207,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,67,2022-08-03T19:00:00Z,15.322,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,68,2022-08-03T20:00:00Z,15.356,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,69,2022-08-03T21:00:00Z,15.472,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,70,2022-08-03T22:00:00Z,15.571,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
SE,71,2022-08-03T23:00:00Z,15.571,0.02,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,0,2022-08-01T00:00:00Z,13.81,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,1,2022-08-01T01:00:00Z,13.81,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,2,2022-08-01T02:00:00Z,13.5,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,3,2022-08-01T03:00:00Z,13.312,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,4,2022-08-01T04:00:00Z,13.223,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,5,2022-08-01T05:00:00Z,13.536,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,6,2022-08-01T06:00:00Z,14.47,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,7,2022-08-01T07:00:00Z,15.276,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,8,2022-08-01T08:00:00Z,15.566,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,9,2022-08-01T09:00:00Z,15.95,0.03,1.1362,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,10,2022-08-01T10:00:00Z,16.121,0.03,1.156,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,11,2022-08-01T11:00:00Z,16.396,0.03,1.1704,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,12,2022-08-01T12:00:00Z,16.802,0.03,1.1758,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,13,2022-08-01T13:00:00Z,17.265,0.03,1.1884,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,14,2022-08-01T14:00:00Z,17.499,0.03,1.1902,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,15,2022-08-01T15:00:00Z,17.499,0.03,1.1902,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,16,2022-08-01T16:00:00Z,17.296,0.03,1.183,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,17,2022-08-01T17:00:00Z,17.394,0.03,1.165,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,18,2022-08-01T18:00:00Z,16.619,0.03,1.129,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,19,2022-08-01T19:00:00Z,15.797,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,20,2022-08-01T20:00:00Z,15.482,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,21,2022-08-01T21:00:00Z,15.25,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,22,2022-08-01T22:00:00Z,15.212,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,23,2022-08-01T23:00:00Z,15.503,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,24,2022-08-02T00:00:00Z,14.549,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,25,2022-08-02T01:00:00Z,13.971,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,26,2022-08-02T02:00:00Z,14.617,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,27,2022-08-02T03:00:00Z,13.722,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,28,2022-08-02T04:00:00Z,14.579,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,29,2022-08-02T05:00:00Z,15.426,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,30,2022-08-02T06:00:00Z,16.367,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,31,2022-08-02T07:00:00Z,17.083,0.03,1.138,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,32,2022-08-02T08:00:00Z,17.346,0.03,1.1668,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,33,2022-08-02T09:00:00Z,17.647,0.03,1.1902,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,34,2022-08-02T10:00:00Z,17.826,0.03,1.2064,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,35,2022-08-02T11:00:00Z,17.843,0.03,1.21,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,36,2022-08-02T12:00:00Z,18.111,0.6083,1.153,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,37,2022-08-02T13:00:00Z,18.367,0.6093,1.1548,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,38,2022-08-02T14:00:00Z,18.036,0.608,1.1536,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,39,2022-08-02T15:00:00Z,18.205,0.6087,1.1548,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,40,2022-08-02T16:00:00Z,18.17,0.6086,1.1512,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,41,2022-08-02T17:00:00Z,18.282,0.609,1.1428,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,42,2022-08-02T18:00:00Z,17.64,0.03,1.1488,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,43,2022-08-02T19:00:00Z,17.061,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,44,2022-08-02T20:00:00Z,16.426,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,45,2022-08-02T21:00:00Z,16.226,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,46,2022-08-02T22:00:00Z,16.612,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,47,2022-08-02T23:00:00Z,16.031,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,48,2022-08-03T00:00:00Z,16.265,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,49,2022-08-03T01:00:00Z,15.19,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,50,2022-08-03T02:00:00Z,14.621,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,51,2022-08-03T03:00:00Z,14.258,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,52,2022-08-03T04:00:00Z,15.464,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,53,2022-08-03T05:00:00Z,16.761,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,54,2022-08-03T06:00:00Z,17.929,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,55,2022-08-03T07:00:00Z,18.74,0.6108,1.1308,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,56,2022-08-03T08:00:00Z,19.174,0.6124,1.1404,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,57,2022-08-03T09:00:00Z,18.694,0.6106,1.1446,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,58,2022-08-03T10:00:00Z,18.653,0.6105,1.1524,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,59,2022-08-03T11:00:00Z,18.622,0.6103,1.1566,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,60,2022-08-03T12:00:00Z,17.929,0.6076,1.1614,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,61,2022-08-03T13:00:00Z,18.234,0.6088,1.165,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,62,2022-08-03T14:00:00Z,18.129,0.6084,1.1656,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,63,2022-08-03T15:00:00Z,18.072,0.6082,1.1638,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,64,2022-08-03T16:00:00Z,17.697,0.6066,1.1584,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,65,2022-08-03T17:00:00Z,19.177,0.6124,1.1488,hybrid_economized,True,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,66,2022-08-03T18:00:00Z,17.123,0.03,1.1596,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,67,2022-08-03T19:00:00Z,16.221,0.03,1.1416,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,68,2022-08-03T20:00:00Z,15.775,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,69,2022-08-03T21:00:00Z,15.533,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,70,2022-08-03T22:00:00Z,15.565,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
PL,71,2022-08-03T23:00:00Z,15.866,0.03,1.12,hybrid_economized,False,"open-meteo archive + climate-driven hybrid-economized cooling (region_cooling_profiles base), T-dependent PUE"
