region,slot_index,utc_timestamp,residual_load_mw,signal_model,source_dataset
FR,20,2018-07-25T20:00:00Z,49425.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,21,2018-07-25T21:00:00Z,49435.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,22,2018-07-25T22:00:00Z,45109.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,23,2018-07-25T23:00:00Z,42246.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,24,2018-07-26T00:00:00Z,40832.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,25,2018-07-26T01:00:00Z,38717.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,26,2018-07-26T02:00:00Z,38193.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,27,2018-07-26T03:00:00Z,39792.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,28,2018-07-26T04:00:00Z,42016.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,29,2018-07-26T05:00:00Z,45053.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,30,2018-07-26T06:00:00Z,48012.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,31,2018-07-26T07:00:00Z,49733.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,32,2018-07-26T08:00:00Z,50526.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,33,2018-07-26T09:00:00Z,51199.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
FR,34,2018-07-26T10:00:00Z,51524.0,energy_charts_residual_load_minus_wind_solar (real 2018; Load−WindOnshore−WindOffshore−Solar; 60min→1h resample) [absent treated as 0 MW: ['Wind offshore']],Energy-Charts / ENTSO-E fr 2018-07-25 via https://api.energy-charts.info/public_power?country=fr&start=2018-07-25&end=2018-07-27
