pod_id,algorithm,timestamp,success,execution_time,emissions,node,timeslot,considered_options,solver_iterations,solver_status
m196-duration-3h-deadline-5h,optimal,1742742126.0374541,True,0.007991790771484375,5.505475762048492,node-2-es-laptop,1,12,0,Optimal
m197-duration-6h-deadline-30h,optimal,1742742126.0537572,True,0.01296854019165039,0.581919390569194,node-5-fr-smartphone,20,160,0,Optimal
m198-duration-1h-deadline-3h,optimal,1742742174.6167204,True,0.008849143981933594,0.513103069020021,node-0-de-iot,0,7,0,Optimal
m199-duration-3h-deadline-27h,optimal,1742742174.633232,True,0.014992952346801758,0.15415969528459694,node-1-fr-smartphone,20,129,0,Optimal
m200-duration-6h-deadline-30h,optimal,1742742174.6498134,True,0.015276193618774414,0.581919390569194,node-1-fr-smartphone,20,155,0,Optimal
m201-duration-1h-deadline-3h,optimal,1742742174.6608942,True,0.009824514389038086,0.35935306902002107,node-0-de-iot,0,7,0,Optimal
m202-duration-3h-deadline-9h,optimal,1742742174.6727927,True,0.010695457458496094,5.7192257620484925,node-6-es-laptop,4,24,0,Optimal
m203-duration-6h-deadline-12h,optimal,1742742174.6838486,True,0.009788036346435547,11.438451524096985,node-6-es-laptop,4,36,0,Optimal
m204-duration-1h-deadline-25h,optimal,1742742174.6983485,True,0.013415336608886719,0.04358656509486565,node-1-fr-smartphone,8,124,0,Optimal
m205-duration-3h-deadline-27h,optimal,1742742174.7110534,True,0.011584997177124023,0.290959695284597,node-1-fr-smartphone,20,129,0,Optimal
m206-duration-6h-deadline-30h,optimal,1742742174.7280166,True,0.015793800354003906,0.581919390569194,node-1-fr-smartphone,20,153,0,Optimal
m207-duration-1h-deadline-25h,optimal,1742742174.7410057,True,0.011682271957397461,0.059736565094865655,node-5-fr-smartphone,12,120,0,Optimal
m208-duration-3h-deadline-27h,optimal,1742742174.753797,True,0.011753082275390625,0.46195969528459696,node-1-fr-smartphone,20,131,0,Optimal
m209-duration-6h-deadline-8h,optimal,1742742174.7622883,True,0.0074558258056640625,5.498451524096985,node-6-es-laptop,4,20,0,Optimal
m210-duration-1h-deadline-7h,optimal,1742742174.769859,True,0.006334066390991211,0.35935306902002107,node-0-de-iot,0,19,0,Optimal
m211-duration-3h-deadline-9h,optimal,1742742222.40981,True,0.006468772888183594,2.7492257620484923,node-6-es-laptop,4,24,0,Optimal
m212-duration-6h-deadline-30h,optimal,1742742222.421031,True,0.01021575927734375,0.4214193905691939,node-5-fr-smartphone,23,152,0,Optimal
m213-duration-1h-deadline-3h,optimal,1742742222.4286606,True,0.006518363952636719,0.513103069020021,node-0-de-iot,0,7,0,Optimal
m214-duration-3h-deadline-9h,optimal,1742742222.439081,True,0.007727861404418945,3.2442257620484924,node-6-es-laptop,4,24,0,Optimal
m215-duration-6h-deadline-12h,optimal,1742742222.4507372,True,0.010375261306762695,5.498451524096985,node-6-es-laptop,4,36,0,Optimal
m216-duration-1h-deadline-7h,optimal,1742742222.4591892,True,0.007236003875732422,1.3226585873494976,node-6-es-laptop,0,18,0,Optimal
m217-duration-3h-deadline-9h,optimal,1742742222.4720886,True,0.010982275009155273,2.7492257620484923,node-6-es-laptop,4,24,0,Optimal
m218-duration-6h-deadline-8h,optimal,1742742222.4852412,True,0.011947154998779297,5.498451524096985,node-6-es-laptop,4,20,0,Optimal
m219-duration-1h-deadline-3h,optimal,1742742222.4982314,True,0.011551618576049805,0.26710306902002107,node-0-de-iot,0,7,0,Optimal
m220-duration-3h-deadline-9h,optimal,1742742222.5057707,True,0.006564617156982422,2.7492257620484923,node-6-es-laptop,4,24,0,Optimal
m221-duration-6h-deadline-12h,optimal,1742742222.5140364,True,0.007149696350097656,6.488451524096985,node-6-es-laptop,4,36,0,Optimal
m222-duration-1h-deadline-25h,optimal,1742742222.5293005,True,0.014154911041259766,0.06323656509486565,node-5-fr-smartphone,16,115,0,Optimal
m223-duration-3h-deadline-5h,optimal,1742742222.543215,True,0.012432336807250977,107.46202875561926,node-3-it-no-server,2,8,0,Optimal
m224-duration-6h-deadline-30h,optimal,1742742222.563315,True,0.018117427825927734,0.31611939056919386,node-5-fr-smartphone,23,152,0,Optimal
m225-duration-1h-deadline-25h,optimal,1742742222.5752106,True,0.010619878768920898,0.08448656509486566,node-5-fr-smartphone,13,120,0,Optimal
m226-duration-3h-deadline-5h,optimal,1742742222.582237,True,0.0061109066009521484,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m227-duration-6h-deadline-8h,optimal,1742742222.595101,True,0.012011051177978516,11.438451524096985,node-2-es-laptop,4,17,0,Optimal
m228-duration-1h-deadline-7h,optimal,1742742222.6093519,True,0.01149892807006836,0.8936585873494974,node-6-es-laptop,0,18,0,Optimal
m229-duration-3h-deadline-27h,optimal,1742742273.13106,True,0.01259756088256836,0.21070969528459696,node-5-fr-smartphone,23,125,0,Optimal
m230-duration-6h-deadline-30h,optimal,1742742273.1499352,True,0.017418622970581055,0.4214193905691939,node-5-fr-smartphone,23,149,0,Optimal
m231-duration-1h-deadline-25h,optimal,1742742273.1646972,True,0.013386011123657227,0.059736565094865655,node-5-fr-smartphone,13,116,0,Optimal
m232-duration-3h-deadline-9h,optimal,1742742273.174674,True,0.009091377258300781,2.7492257620484923,node-2-es-laptop,4,21,0,Optimal
m233-duration-6h-deadline-8h,optimal,1742742273.1882951,True,0.011874675750732422,6.488451524096985,node-2-es-laptop,4,17,0,Optimal
m234-duration-1h-deadline-3h,optimal,1742742273.2005706,True,0.010699272155761719,1.3226585873494976,node-2-es-laptop,0,6,0,Optimal
m235-duration-3h-deadline-5h,optimal,1742742273.2134213,True,0.011199712753295898,107.46202875561926,node-3-it-no-server,2,8,0,Optimal
m236-duration-6h-deadline-30h,optimal,1742742273.2369497,True,0.021918058395385742,0.31611939056919386,node-5-fr-smartphone,23,149,0,Optimal
m237-duration-1h-deadline-3h,optimal,1742742273.2497659,True,0.011163711547851562,1.0545335873494974,node-2-es-laptop,0,6,0,Optimal
m238-duration-3h-deadline-9h,optimal,1742742273.2635794,True,0.012355327606201172,3.2442257620484924,node-2-es-laptop,4,21,0,Optimal
m239-duration-6h-deadline-8h,optimal,1742742319.3306417,True,0.01275324821472168,8.138451524096986,node-2-es-laptop,4,17,0,Optimal
m240-duration-1h-deadline-3h,optimal,1742742319.3403647,True,0.008408784866333008,1.3226585873494976,node-2-es-laptop,0,6,0,Optimal
m241-duration-3h-deadline-27h,optimal,1742742319.3635361,True,0.02096414566040039,0.47395969528459697,node-5-fr-smartphone,23,125,0,Optimal
m242-duration-6h-deadline-8h,optimal,1742742319.3767374,True,0.01170802116394043,8.138451524096986,node-2-es-laptop,4,17,0,Optimal
m243-duration-1h-deadline-7h,optimal,1742742319.395524,True,0.015897512435913086,1.8589085873494975,node-2-es-laptop,0,16,0,Optimal
m244-duration-3h-deadline-9h,optimal,1742742319.4097729,True,0.011118412017822266,2.7492257620484923,node-2-es-laptop,4,21,0,Optimal
m245-duration-6h-deadline-12h,optimal,1742742319.4239607,True,0.009752750396728516,8.138451524096986,node-2-es-laptop,4,33,0,Optimal
m246-duration-1h-deadline-3h,optimal,1742742319.432676,True,0.007795095443725586,0.8936585873494974,node-2-es-laptop,0,6,0,Optimal
m247-duration-3h-deadline-5h,optimal,1742742319.439845,True,0.0057866573333740234,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m248-duration-6h-deadline-8h,optimal,1742742319.4479666,True,0.006993532180786133,11.438451524096985,node-2-es-laptop,4,17,0,Optimal
m249-duration-1h-deadline-3h,optimal,1742742319.4546397,True,0.005828380584716797,1.0545335873494974,node-2-es-laptop,0,6,0,Optimal
m250-duration-3h-deadline-27h,optimal,1742742319.4707687,True,0.014900922775268555,0.47395969528459697,node-5-fr-smartphone,23,125,0,Optimal
m251-duration-6h-deadline-12h,optimal,1742742319.4792802,True,0.00747227668762207,8.138451524096986,node-2-es-laptop,4,33,0,Optimal
m252-duration-1h-deadline-25h,optimal,1742742364.7644415,True,0.018704652786254883,0.04488656509486565,node-5-fr-smartphone,13,112,0,Optimal
m253-duration-3h-deadline-27h,optimal,1742742364.7823737,True,0.01629924774169922,0.15805969528459693,node-1-fr-smartphone,23,118,0,Optimal
m254-duration-6h-deadline-8h,optimal,1742742364.7949204,True,0.01021885871887207,221.43030751123854,node-3-it-no-server,2,14,0,Optimal
m255-duration-1h-deadline-25h,optimal,1742742364.8125799,True,0.015753507614135742,0.08448656509486566,node-5-fr-smartphone,12,111,0,Optimal
m256-duration-3h-deadline-5h,optimal,1742742364.8229566,True,0.008791446685791016,110.71515375561927,node-3-it-no-server,2,8,0,Optimal
m257-duration-6h-deadline-8h,optimal,1742742364.832986,True,0.00849151611328125,214.92405751123852,node-3-it-no-server,2,14,0,Optimal
m258-duration-1h-deadline-7h,optimal,1742742364.8430405,True,0.00849151611328125,1.8589085873494975,node-2-es-laptop,0,14,0,Optimal
m259-duration-3h-deadline-5h,optimal,1742742364.8523474,True,0.007791280746459961,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m260-duration-6h-deadline-30h,optimal,1742742364.8683207,True,0.014675378799438477,0.5969193905691939,node-1-fr-smartphone,23,142,0,Optimal
m261-duration-1h-deadline-3h,optimal,1742742364.8809226,True,0.010992765426635742,1.0545335873494974,node-2-es-laptop,0,6,0,Optimal
m262-duration-3h-deadline-27h,optimal,1742742364.9035683,True,0.020527362823486328,0.2984596952845969,node-1-fr-smartphone,23,118,0,Optimal
m263-duration-6h-deadline-8h,optimal,1742742364.914281,True,0.008940935134887695,214.92405751123852,node-3-it-no-server,2,14,0,Optimal
m264-duration-1h-deadline-7h,optimal,1742742364.9284945,True,0.01276540756225586,1.3226585873494976,node-2-es-laptop,0,14,0,Optimal
m265-duration-3h-deadline-5h,optimal,1742742364.9432528,True,0.013033390045166016,107.46202875561926,node-3-it-no-server,2,8,0,Optimal
m266-duration-6h-deadline-30h,optimal,1742742410.6407945,True,0.013007402420043945,0.5969193905691939,node-1-fr-smartphone,23,142,0,Optimal
m267-duration-1h-deadline-3h,optimal,1742742410.6556044,True,0.013808250427246094,1.0545335873494974,node-2-es-laptop,0,6,0,Optimal
m268-duration-3h-deadline-27h,optimal,1742742410.670506,True,0.013587236404418945,0.15805969528459693,node-1-fr-smartphone,23,118,0,Optimal
m269-duration-6h-deadline-30h,optimal,1742742410.6933448,True,0.021075010299682617,0.31611939056919386,node-1-fr-smartphone,23,142,0,Optimal
m270-duration-1h-deadline-3h,optimal,1742742410.7027225,True,0.00810098648071289,0.8936585873494974,node-2-es-laptop,0,6,0,Optimal
m271-duration-3h-deadline-27h,optimal,1742742410.7174976,True,0.013768911361694336,0.47395969528459697,node-1-fr-smartphone,23,117,0,Optimal
m272-duration-6h-deadline-8h,optimal,1742742410.7263033,True,0.00781393051147461,211.67093251123853,node-3-it-no-server,2,14,0,Optimal
m273-duration-1h-deadline-25h,optimal,1742742410.7425454,True,0.015285730361938477,0.14198656509486565,node-1-fr-smartphone,16,109,0,Optimal
m274-duration-3h-deadline-27h,optimal,1742742410.761478,True,0.017635822296142578,0.47395969528459697,node-1-fr-smartphone,23,117,0,Optimal
m275-duration-6h-deadline-12h,optimal,1742742410.7731497,True,0.010327816009521484,17.138451524096986,node-6-es-laptop,7,30,0,Optimal
m276-duration-1h-deadline-3h,optimal,1742742410.7829008,True,0.00829768180847168,0.8936585873494974,node-2-es-laptop,0,6,0,Optimal
m277-duration-3h-deadline-5h,optimal,1742742410.7917464,True,0.0072803497314453125,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m278-duration-6h-deadline-12h,optimal,1742742410.8008416,True,0.007957935333251953,8.228451524096984,node-6-es-laptop,7,30,0,Optimal
m279-duration-1h-deadline-25h,optimal,1742742410.8130615,True,0.01094818115234375,0.059736565094865655,node-5-fr-smartphone,13,112,0,Optimal
m280-duration-3h-deadline-9h,optimal,1742742410.821509,True,0.007349729537963867,8.569225762048493,node-6-es-laptop,7,18,0,Optimal
m281-duration-6h-deadline-12h,optimal,1742742410.8320389,True,0.00928497314453125,8.228451524096984,node-6-es-laptop,7,30,0,Optimal
m282-duration-1h-deadline-7h,optimal,1742742458.7393198,True,0.017421483993530273,0.8936585873494974,node-2-es-laptop,0,14,0,Optimal
m283-duration-3h-deadline-9h,optimal,1742742458.7546196,True,0.013131856918334961,8.569225762048493,node-6-es-laptop,7,18,0,Optimal
m284-duration-6h-deadline-12h,optimal,1742742458.7676342,True,0.011368274688720703,9.713451524096985,node-6-es-laptop,7,30,0,Optimal
m285-duration-1h-deadline-7h,optimal,1742742458.7783232,True,0.008837461471557617,1.8589085873494975,node-2-es-laptop,0,14,0,Optimal
m286-duration-3h-deadline-27h,optimal,1742742458.7975156,True,0.016470909118652344,1.2018092070600632,node-4-de-iot,25,114,0,Optimal
m287-duration-6h-deadline-30h,optimal,1742742458.8202524,True,0.021166086196899414,1.0536184141201266,node-0-de-iot,28,139,0,Optimal
m288-duration-1h-deadline-3h,optimal,1742742458.8331554,True,0.011033773422241211,0.8936585873494974,node-2-es-laptop,0,6,0,Optimal
m289-duration-3h-deadline-9h,optimal,1742742458.8459232,True,0.011368513107299805,4.856725762048493,node-6-es-laptop,7,18,0,Optimal
m290-duration-6h-deadline-8h,optimal,1742742458.8581088,True,0.010948896408081055,209.71905751123853,node-3-it-no-server,2,14,0,Optimal
m291-duration-1h-deadline-25h,optimal,1742742502.055911,True,0.01962447166442871,0.15398656509486564,node-5-fr-smartphone,18,107,0,Optimal
m292-duration-3h-deadline-27h,optimal,1742742502.0786452,True,0.020351886749267578,0.7518092070600633,node-4-de-iot,25,115,0,Optimal
m293-duration-6h-deadline-8h,optimal,1742742502.0926557,True,0.012421846389770508,221.43030751123854,node-3-it-no-server,2,14,0,Optimal
m294-duration-1h-deadline-7h,optimal,1742742502.1106315,True,0.016192197799682617,1.3226585873494976,node-2-es-laptop,0,14,0,Optimal
m295-duration-3h-deadline-9h,optimal,1742742502.125877,True,0.013490915298461914,8.569225762048493,node-6-es-laptop,7,18,0,Optimal
m296-duration-6h-deadline-12h,optimal,1742742502.1371002,True,0.009974956512451172,9.713451524096985,node-6-es-laptop,7,30,0,Optimal
m297-duration-1h-deadline-3h,optimal,1742742502.1530976,True,0.014266729354858398,0.8936585873494974,node-2-es-laptop,0,6,0,Optimal
m298-duration-3h-deadline-9h,optimal,1742742542.3884606,True,0.013814210891723633,4.114225762048492,node-6-es-laptop,7,18,0,Optimal
m299-duration-6h-deadline-8h,optimal,1742742542.4012396,True,0.011162281036376953,214.92405751123852,node-3-it-no-server,2,14,0,Optimal
m300-duration-1h-deadline-7h,optimal,1742742542.4174664,True,0.01424717903137207,1.0545335873494974,node-2-es-laptop,0,14,0,Optimal
m301-duration-3h-deadline-9h,optimal,1742742542.4337344,True,0.014321088790893555,4.856725762048493,node-6-es-laptop,7,18,0,Optimal
m302-duration-6h-deadline-8h,optimal,1742742542.4462621,True,0.010259628295898438,211.67093251123853,node-3-it-no-server,2,14,0,Optimal
m303-duration-1h-deadline-7h,optimal,1742742542.4574728,True,0.009562253952026367,0.8936585873494974,node-2-es-laptop,0,14,0,Optimal
m304-duration-3h-deadline-9h,optimal,1742742542.4690273,True,0.010023832321166992,4.856725762048493,node-6-es-laptop,7,18,0,Optimal
m305-duration-6h-deadline-30h,optimal,1742742542.48935,True,0.018619537353515625,1.0536184141201266,node-0-de-iot,28,139,0,Optimal
m306-duration-1h-deadline-3h,optimal,1742742542.4990952,True,0.008174657821655273,1.3226585873494976,node-2-es-laptop,0,6,0,Optimal
m307-duration-3h-deadline-9h,optimal,1742742542.5100856,True,0.009433507919311523,4.114225762048492,node-6-es-laptop,7,18,0,Optimal
m308-duration-6h-deadline-12h,optimal,1742742542.522425,True,0.010679006576538086,8.228451524096984,node-6-es-laptop,7,30,0,Optimal
m309-duration-1h-deadline-3h,optimal,1742742542.5334322,True,0.009513139724731445,1.3226585873494976,node-2-es-laptop,0,6,0,Optimal
m310-duration-3h-deadline-5h,optimal,1742742542.5452635,True,0.009823083877563477,107.46202875561926,node-3-it-no-server,2,8,0,Optimal
m311-duration-6h-deadline-30h,optimal,1742742542.5675879,True,0.020003557205200195,0.7836184141201263,node-0-de-iot,28,139,0,Optimal
m312-duration-1h-deadline-25h,optimal,1742742542.586203,True,0.0167233943939209,0.24045306902002106,node-4-de-iot,14,104,0,Optimal
m313-duration-3h-deadline-27h,optimal,1742742585.282551,True,0.015847206115722656,0.7518092070600633,node-4-de-iot,25,115,0,Optimal
m314-duration-6h-deadline-12h,optimal,1742742585.2928846,True,0.00911402702331543,12.188451524096985,node-6-es-laptop,7,30,0,Optimal
m315-duration-1h-deadline-25h,optimal,1742742585.307574,True,0.012810707092285156,0.059736565094865655,node-5-fr-smartphone,12,108,0,Optimal
m316-duration-3h-deadline-9h,optimal,1742742585.3158917,True,0.007032632827758789,4.114225762048492,node-6-es-laptop,7,18,0,Optimal
m317-duration-6h-deadline-30h,optimal,1742742585.3272927,True,0.010376691818237305,0.7836184141201263,node-0-de-iot,28,139,0,Optimal
m318-duration-1h-deadline-25h,optimal,1742742585.3427675,True,0.014148712158203125,0.24045306902002106,node-4-de-iot,14,103,0,Optimal
m319-duration-3h-deadline-27h,optimal,1742742585.3613734,True,0.014886856079101562,1.2018092070600632,node-0-de-iot,25,108,0,Optimal
m320-duration-6h-deadline-30h,optimal,1742742585.3772378,True,0.014148473739624023,1.0536184141201266,node-4-de-iot,28,133,0,Optimal
m321-duration-1h-deadline-3h,optimal,1742742585.3850667,True,0.006560802459716797,1.8589085873494975,node-6-es-laptop,0,5,0,Optimal
m322-duration-3h-deadline-5h,optimal,1742742585.393399,True,0.007513284683227539,110.71515375561927,node-3-it-no-server,2,8,0,Optimal
m323-duration-6h-deadline-8h,optimal,1742742585.3999069,True,0.00579380989074707,211.67093251123853,node-3-it-no-server,2,14,0,Optimal
m324-duration-1h-deadline-7h,optimal,1742742585.4077053,True,0.006369113922119141,1.0545335873494974,node-6-es-laptop,0,13,0,Optimal
m325-duration-3h-deadline-9h,optimal,1742742585.4150064,True,0.006165266036987305,4.856725762048493,node-6-es-laptop,7,18,0,Optimal
m326-duration-6h-deadline-30h,optimal,1742742585.4291103,True,0.012871265411376953,1.5036184141201265,node-4-de-iot,28,133,0,Optimal
m327-duration-1h-deadline-3h,optimal,1742742585.4380834,True,0.007703065872192383,0.8936585873494974,node-6-es-laptop,0,5,0,Optimal
m328-duration-3h-deadline-27h,optimal,1742742585.450868,True,0.011676549911499023,0.7518092070600633,node-4-de-iot,25,115,0,Optimal
m329-duration-6h-deadline-12h,optimal,1742742585.4598444,True,0.007797718048095703,8.228451524096984,node-6-es-laptop,7,30,0,Optimal
m330-duration-1h-deadline-7h,optimal,1742742585.4671452,True,0.006185293197631836,1.3226585873494976,node-6-es-laptop,0,13,0,Optimal
m331-duration-3h-deadline-9h,optimal,1742742585.4774249,True,0.009159564971923828,4.856725762048493,node-6-es-laptop,7,18,0,Optimal
m332-duration-6h-deadline-12h,optimal,1742742585.4867327,True,0.008249998092651367,17.138451524096986,node-2-es-laptop,7,27,0,Optimal
m333-duration-1h-deadline-7h,optimal,1742742635.1878672,True,0.011855602264404297,1.3226585873494976,node-6-es-laptop,0,13,0,Optimal
m334-duration-3h-deadline-27h,optimal,1742742635.2056336,True,0.01597428321838379,0.5268092070600633,node-0-de-iot,25,108,0,Optimal
m335-duration-6h-deadline-12h,optimal,1742742635.2202585,True,0.011477231979370117,8.228451524096984,node-2-es-laptop,7,27,0,Optimal
m336-duration-1h-deadline-7h,optimal,1742742635.2333457,True,0.011802911758422852,1.0545335873494974,node-6-es-laptop,0,13,0,Optimal
m337-duration-3h-deadline-5h,optimal,1742742635.2450511,True,0.010320425033569336,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m338-duration-6h-deadline-30h,optimal,1742742635.2585406,True,0.01252293586730957,0.7836184141201263,node-4-de-iot,28,121,0,Optimal
m339-duration-1h-deadline-3h,optimal,1742742635.2670093,True,0.007014274597167969,1.0545335873494974,node-6-es-laptop,0,5,0,Optimal
m340-duration-3h-deadline-5h,optimal,1742742635.2778637,True,0.00969076156616211,104.85952875561927,node-3-it-no-server,2,8,0,Optimal
m341-duration-6h-deadline-12h,optimal,1742742635.2888172,True,0.009489297866821289,17.138451524096986,node-2-es-laptop,7,27,0,Optimal
m342-duration-1h-deadline-3h,optimal,1742742635.2982323,True,0.00806283950805664,1.3226585873494976,node-6-es-laptop,0,5,0,Optimal
m343-duration-3h-deadline-27h,optimal,1742742635.3097644,True,0.010663986206054688,0.7518092070600633,node-0-de-iot,25,108,0,Optimal
m344-duration-6h-deadline-30h,optimal,1742742635.3238566,True,0.012851476669311523,1.5036184141201265,node-4-de-iot,28,121,0,Optimal
m345-duration-1h-deadline-7h,optimal,1742742635.3324163,True,0.007413148880004883,1.8589085873494975,node-6-es-laptop,0,13,0,Optimal
