region,slot_index,utc_timestamp,residual_load_mw,signal_model,source_dataset
AZPS,10,2018-07-23T10:00:00Z,3740.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,11,2018-07-23T11:00:00Z,3631.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,12,2018-07-23T12:00:00Z,3620.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,13,2018-07-23T13:00:00Z,3694.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,14,2018-07-23T14:00:00Z,3728.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,15,2018-07-23T15:00:00Z,3850.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,16,2018-07-23T16:00:00Z,3991.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,17,2018-07-23T17:00:00Z,4149.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,18,2018-07-23T18:00:00Z,4553.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,19,2018-07-23T19:00:00Z,5074.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,20,2018-07-23T20:00:00Z,5483.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,21,2018-07-23T21:00:00Z,5869.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,22,2018-07-23T22:00:00Z,6216.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,23,2018-07-23T23:00:00Z,6346.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,24,2018-07-24T00:00:00Z,6525.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,25,2018-07-24T01:00:00Z,6617.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,26,2018-07-24T02:00:00Z,6597.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,27,2018-07-24T03:00:00Z,6405.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,28,2018-07-24T04:00:00Z,6172.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,29,2018-07-24T05:00:00Z,5798.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,30,2018-07-24T06:00:00Z,5323.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,31,2018-07-24T07:00:00Z,5008.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,32,2018-07-24T08:00:00Z,4630.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,33,2018-07-24T09:00:00Z,4326.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,34,2018-07-24T10:00:00Z,4099.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,35,2018-07-24T11:00:00Z,3946.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,36,2018-07-24T12:00:00Z,3912.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,37,2018-07-24T13:00:00Z,3942.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,38,2018-07-24T14:00:00Z,4008.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,39,2018-07-24T15:00:00Z,4108.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,40,2018-07-24T16:00:00Z,4189.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,41,2018-07-24T17:00:00Z,4460.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,42,2018-07-24T18:00:00Z,4836.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,43,2018-07-24T19:00:00Z,5290.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,44,2018-07-24T20:00:00Z,5722.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,45,2018-07-24T21:00:00Z,6169.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,46,2018-07-24T22:00:00Z,6453.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
AZPS,47,2018-07-24T23:00:00Z,6582.0,eia930_residual_demand_minus_wind_solar (real 2018; BA=AZPS; 60min),EIA-930 Hourly Grid Monitor AZPS via https://www.eia.gov/electricity/gridmonitor/sixMonthFiles/EIA930_BALANCE_2018_Jul_Dec.csv
