region,slot_index,utc_timestamp,opsd_region,load_mw,wind_solar_generation_mw,residual_load_mw,signal_model,source_dataset,source_url,notes
DE,21,2019-07-31T23:00:00Z,DE,43856.0,3990.0,39866.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
FR,21,2019-07-31T23:00:00Z,FR,39745.0,1270.0,38475.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
ES,21,2019-07-31T23:00:00Z,ES,26031.0,6462.0,19569.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
IT-NO,21,2019-07-31T23:00:00Z,IT_NORD,17861.0,2.0,17859.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
DE,22,2020-07-01T00:00:00Z,DE,41067.0,16799.0,24268.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
FR,22,2020-07-01T00:00:00Z,FR,38297.0,3294.0,35003.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
ES,22,2020-07-01T00:00:00Z,ES,24668.0,3345.0,21323.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
IT-NO,22,2020-07-01T00:00:00Z,IT_NORD,16754.0,4.0,16750.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
DE,23,2020-07-01T01:00:00Z,DE,41683.0,16210.0,25473.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
FR,23,2020-07-01T01:00:00Z,FR,36142.0,3458.0,32684.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
ES,23,2020-07-01T01:00:00Z,ES,24040.0,3189.0,20851.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
IT-NO,23,2020-07-01T01:00:00Z,IT_NORD,16593.0,3.0,16590.0,residual_load_lite_load_minus_wind_solar,"Open Power System Data time_series 2020-10-06, 60-minute singleindex",https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,Run-of-river not subtracted because it is not consistently available in OPSD time_series_60min_singleindex.
