region,reference_location,latitude,longitude,slot_index,forecast_datetime_utc,weather_time_utc,wet_bulb_c,wet_bulb_f,model_wet_bulb_f,direct_wue_l_per_kwh,model,source_dataset,source_url
ES,Madrid,40.4168,-3.7038,15,2025-02-27T01:00:00.000Z,2025-02-27T01:00,2.2,35.96,35.96,1.3119861446399999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,16,2025-02-27T02:00:00.000Z,2025-02-27T02:00,2.1,35.78,35.78,1.30886348736,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,17,2025-02-27T03:00:00.000Z,2025-02-27T03:00,2.5,36.5,36.5,1.3212804,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,18,2025-02-27T04:00:00.000Z,2025-02-27T04:00,2.6,36.68,36.68,1.32435391296,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,19,2025-02-27T05:00:00.000Z,2025-02-27T05:00,2.5,36.5,36.5,1.3212804,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,20,2025-02-27T06:00:00.000Z,2025-02-27T06:00,2.4,36.32,36.32,1.3181946009599999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,21,2025-02-27T07:00:00.000Z,2025-02-27T07:00,2.4,36.32,36.32,1.3181946009599999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,22,2025-02-27T08:00:00.000Z,2025-02-27T08:00,2.7,36.86,36.86,1.32741513984,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,23,2025-02-27T09:00:00.000Z,2025-02-27T09:00,3.4,38.12,38.12,1.34849971776,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
ES,Madrid,40.4168,-3.7038,24,2025-02-27T10:00:00.000Z,2025-02-27T10:00,4.3,39.74,39.74,1.37472386304,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=40.4168&longitude=-3.7038&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,0,2025-02-26T10:00:00.000Z,2025-02-26T10:00,9.3,48.74,48.74,1.5022915910399999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,1,2025-02-26T11:00:00.000Z,2025-02-26T11:00,9.5,49.1,49.1,1.5067554239999998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,2,2025-02-26T12:00:00.000Z,2025-02-26T12:00,9.5,49.1,49.1,1.5067554239999998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,3,2025-02-26T13:00:00.000Z,2025-02-26T13:00,9.6,49.28,49.28,1.5089689113599998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,4,2025-02-26T14:00:00.000Z,2025-02-26T14:00,9.6,49.28,49.28,1.5089689113599998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,5,2025-02-26T15:00:00.000Z,2025-02-26T15:00,9.9,49.82,49.82,1.5155356569599998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,6,2025-02-26T16:00:00.000Z,2025-02-26T16:00,9.8,49.64,49.64,1.5133590278399998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,7,2025-02-26T17:00:00.000Z,2025-02-26T17:00,9.2,48.56,48.56,1.5000412454399998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,8,2025-02-26T18:00:00.000Z,2025-02-26T18:00,9.2,48.56,48.56,1.5000412454399998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,9,2025-02-26T19:00:00.000Z,2025-02-26T19:00,8.6,47.48,47.48,1.4862811641599998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,10,2025-02-26T20:00:00.000Z,2025-02-26T20:00,8.4,47.120000000000005,47.120000000000005,1.4815961817599999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,11,2025-02-26T21:00:00.000Z,2025-02-26T21:00,7.4,45.32,45.32,1.45743410496,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,12,2025-02-26T22:00:00.000Z,2025-02-26T22:00,7.1,44.78,44.78,1.4499459033599997,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,13,2025-02-26T23:00:00.000Z,2025-02-26T23:00,6.7,44.06,44.06,1.4397896294399999,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,14,2025-02-27T00:00:00.000Z,2025-02-27T00:00,6.6,43.879999999999995,43.879999999999995,1.4372198457599996,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,15,2025-02-27T01:00:00.000Z,2025-02-27T01:00,6.4,43.519999999999996,43.519999999999996,1.4320434201599996,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,16,2025-02-27T02:00:00.000Z,2025-02-27T02:00,6.2,43.16,43.16,1.42681785024,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,17,2025-02-27T03:00:00.000Z,2025-02-27T03:00,5.9,42.620000000000005,42.620000000000005,1.41888734976,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,18,2025-02-27T04:00:00.000Z,2025-02-27T04:00,5.8,42.44,42.44,1.41621927744,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,19,2025-02-27T05:00:00.000Z,2025-02-27T05:00,5.6,42.08,42.08,1.41084627456,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,20,2025-02-27T06:00:00.000Z,2025-02-27T06:00,4.6,40.28,40.28,1.38324409536,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,21,2025-02-27T07:00:00.000Z,2025-02-27T07:00,4.6,40.28,40.28,1.38324409536,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,22,2025-02-27T08:00:00.000Z,2025-02-27T08:00,5.6,42.08,42.08,1.41084627456,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,23,2025-02-27T09:00:00.000Z,2025-02-27T09:00,7.3,45.14,45.14,1.45495032384,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
IT-NO,Milan,45.4642,9.19,24,2025-02-27T10:00:00.000Z,2025-02-27T10:00,8.2,46.76,46.76,1.4768620550399998,Gupta et al. 2024 fixed-approach model,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=45.4642&longitude=9.19&hourly=wet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT
