region,reference_location,latitude,longitude,weather_site_source_note,weather_site_confidence,slot_index,forecast_datetime_utc,weather_time_utc,dry_bulb_c,wet_bulb_c,wet_bulb_f,model_wet_bulb_f,cooling_scenario,cooling_profile,activation_rule,activation_logic,evaporative_mode_active,dry_mode_wue_l_per_kwh,wet_tower_wue_l_per_kwh,evap_multiplier,evap_activation_dry_bulb_c,evap_activation_wet_bulb_c,direct_wue_l_per_kwh,model,source_dataset,source_url,cooling_profile_source_basis,cooling_profile_notes
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,10,2025-02-26T20:00:00.000Z,2025-02-26T20:00,6.3,4.5,40.1,40.1,high,wet_tower,always,any,True,0.0,1.380416304,1.0,,,1.380416304,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,11,2025-02-26T21:00:00.000Z,2025-02-26T21:00,5.3,3.7,38.660000000000004,38.660000000000004,high,wet_tower,always,any,True,0.0,1.35735167424,1.0,,,1.35735167424,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,12,2025-02-26T22:00:00.000Z,2025-02-26T22:00,4.9,3.3,37.94,37.94,high,wet_tower,always,any,True,0.0,1.34552449344,1.0,,,1.34552449344,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,13,2025-02-26T23:00:00.000Z,2025-02-26T23:00,4.5,3.1,37.58,37.58,high,wet_tower,always,any,True,0.0,1.3395371865599999,1.0,,,1.3395371865599999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,14,2025-02-27T00:00:00.000Z,2025-02-27T00:00,4.8,3.3,37.94,37.94,high,wet_tower,always,any,True,0.0,1.34552449344,1.0,,,1.34552449344,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,15,2025-02-27T01:00:00.000Z,2025-02-27T01:00,5.0,3.7,38.660000000000004,38.660000000000004,high,wet_tower,always,any,True,0.0,1.35735167424,1.0,,,1.35735167424,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,16,2025-02-27T02:00:00.000Z,2025-02-27T02:00,5.4,3.9,39.02,39.02,high,wet_tower,always,any,True,0.0,1.36319154816,1.0,,,1.36319154816,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,17,2025-02-27T03:00:00.000Z,2025-02-27T03:00,5.1,4.0,39.2,39.2,high,wet_tower,always,any,True,0.0,1.366093056,1.0,,,1.366093056,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,18,2025-02-27T04:00:00.000Z,2025-02-27T04:00,4.9,3.9,39.02,39.02,high,wet_tower,always,any,True,0.0,1.36319154816,1.0,,,1.36319154816,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,19,2025-02-27T05:00:00.000Z,2025-02-27T05:00,4.7,3.6,38.48,38.48,high,wet_tower,always,any,True,0.0,1.3544133081599998,1.0,,,1.3544133081599998,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,20,2025-02-27T06:00:00.000Z,2025-02-27T06:00,4.5,3.4,38.12,38.12,high,wet_tower,always,any,True,0.0,1.34849971776,1.0,,,1.34849971776,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,21,2025-02-27T07:00:00.000Z,2025-02-27T07:00,4.5,3.5,38.3,38.3,high,wet_tower,always,any,True,0.0,1.3514626559999998,1.0,,,1.3514626559999998,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,22,2025-02-27T08:00:00.000Z,2025-02-27T08:00,4.9,3.9,39.02,39.02,high,wet_tower,always,any,True,0.0,1.36319154816,1.0,,,1.36319154816,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,23,2025-02-27T09:00:00.000Z,2025-02-27T09:00,5.7,4.2,39.56,39.56,high,wet_tower,always,any,True,0.0,1.37185921344,1.0,,,1.37185921344,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
DE,Frankfurt am Main metro proxy,50.1109,8.6821,Metro-scale proxy for the dominant DE cloud/data-center hub,metro,24,2025-02-27T10:00:00.000Z,2025-02-27T10:00,6.5,4.7,40.46,40.46,high,wet_tower,always,any,True,0.0,1.38605960064,1.0,,,1.38605960064,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=50.1109&longitude=8.6821&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,0,2025-02-26T10:00:00.000Z,2025-02-26T10:00,7.4,4.9,40.82,40.82,high,wet_tower,always,any,True,0.0,1.39165375296,1.0,,,1.39165375296,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,1,2025-02-26T11:00:00.000Z,2025-02-26T11:00,9.4,6.0,42.8,42.8,high,wet_tower,always,any,True,0.0,1.421543136,1.0,,,1.421543136,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,2,2025-02-26T12:00:00.000Z,2025-02-26T12:00,10.3,6.7,44.06,44.06,high,wet_tower,always,any,True,0.0,1.4397896294399999,1.0,,,1.4397896294399999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,3,2025-02-26T13:00:00.000Z,2025-02-26T13:00,10.3,6.5,43.7,43.7,high,wet_tower,always,any,True,0.0,1.4346377759999998,1.0,,,1.4346377759999998,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,4,2025-02-26T14:00:00.000Z,2025-02-26T14:00,10.7,6.4,43.519999999999996,43.519999999999996,high,wet_tower,always,any,True,0.0,1.4320434201599996,1.0,,,1.4320434201599996,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,5,2025-02-26T15:00:00.000Z,2025-02-26T15:00,10.7,6.7,44.06,44.06,high,wet_tower,always,any,True,0.0,1.4397896294399999,1.0,,,1.4397896294399999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,6,2025-02-26T16:00:00.000Z,2025-02-26T16:00,10.4,6.9,44.42,44.42,high,wet_tower,always,any,True,0.0,1.4448923385599999,1.0,,,1.4448923385599999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,7,2025-02-26T17:00:00.000Z,2025-02-26T17:00,9.5,6.9,44.42,44.42,high,wet_tower,always,any,True,0.0,1.4448923385599999,1.0,,,1.4448923385599999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,8,2025-02-26T18:00:00.000Z,2025-02-26T18:00,8.9,6.8,44.239999999999995,44.239999999999995,high,wet_tower,always,any,True,0.0,1.4423471270399997,1.0,,,1.4423471270399997,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,9,2025-02-26T19:00:00.000Z,2025-02-26T19:00,9.0,7.3,45.14,45.14,high,wet_tower,always,any,True,0.0,1.45495032384,1.0,,,1.45495032384,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,10,2025-02-26T20:00:00.000Z,2025-02-26T20:00,9.1,7.3,45.14,45.14,high,wet_tower,always,any,True,0.0,1.45495032384,1.0,,,1.45495032384,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,11,2025-02-26T21:00:00.000Z,2025-02-26T21:00,9.1,6.9,44.42,44.42,high,wet_tower,always,any,True,0.0,1.4448923385599999,1.0,,,1.4448923385599999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,12,2025-02-26T22:00:00.000Z,2025-02-26T22:00,8.2,6.2,43.16,43.16,high,wet_tower,always,any,True,0.0,1.42681785024,1.0,,,1.42681785024,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,13,2025-02-26T23:00:00.000Z,2025-02-26T23:00,7.5,5.4,41.72,41.72,high,wet_tower,always,any,True,0.0,1.4054241273599999,1.0,,,1.4054241273599999,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
FR,Paris metro proxy,48.8566,2.3522,Metro-scale proxy for the dominant FR cloud/data-center hub,metro,14,2025-02-27T00:00:00.000Z,2025-02-27T00:00,6.7,4.9,40.82,40.82,high,wet_tower,always,any,True,0.0,1.39165375296,1.0,,,1.39165375296,Gupta wet-tower submodel + explicit cooling-profile scenario,Open-Meteo historical forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=48.8566&longitude=2.3522&hourly=temperature_2m%2Cwet_bulb_temperature_2m&start_date=2025-02-26&end_date=2025-02-27&timezone=GMT,Upper-bound always-evaporative tower scenario using Gupta wet-tower curve,Represents a conservative high-water direct-cooling case
